Transaction ID,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,Month_Num,AnoMes,Faixa_Etaria
750,CUST750,Female,35,Clothing,3,25.0,75.0,March,3,2023-03,26-35
751,CUST751,Female,42,Clothing,2,25.0,50.0,August,8,2023-08,36-50
752,CUST752,Male,29,Clothing,2,50.0,100.0,December,12,2023-12,26-35
753,CUST753,Female,32,Clothing,1,30.0,30.0,February,2,2023-02,26-35
754,CUST754,Female,43,Electronics,4,25.0,100.0,October,10,2023-10,36-50
755,CUST755,Female,58,Clothing,3,25.0,75.0,April,4,2023-04,51-64
756,CUST756,Female,62,Electronics,4,300.0,1200.0,August,8,2023-08,51-64
757,CUST757,Female,43,Electronics,4,300.0,1200.0,December,12,2023-12,36-50
758,CUST758,Male,64,Clothing,4,25.0,100.0,May,5,2023-05,51-64
759,CUST759,Male,49,Electronics,2,50.0,100.0,July,7,2023-07,36-50
760,CUST760,Male,27,Beauty,1,500.0,500.0,March,3,2023-03,26-35
761,CUST761,Female,33,Clothing,1,500.0,500.0,November,11,2023-11,26-35
762,CUST762,Female,24,Electronics,2,25.0,50.0,November,11,2023-11,18-25
763,CUST763,Male,34,Clothing,2,25.0,50.0,February,2,2023-02,26-35
764,CUST764,Female,40,Clothing,1,25.0,25.0,March,3,2023-03,36-50
765,CUST765,Male,43,Clothing,4,50.0,200.0,June,6,2023-06,36-50
766,CUST766,Male,38,Electronics,3,300.0,900.0,February,2,2023-02,36-50
767,CUST767,Male,39,Beauty,3,25.0,75.0,October,10,2023-10,36-50
768,CUST768,Female,24,Beauty,3,25.0,75.0,January,1,2023-01,18-25
769,CUST769,Female,31,Electronics,4,30.0,120.0,June,6,2023-06,26-35
770,CUST770,Male,32,Clothing,1,50.0,50.0,October,10,2023-10,26-35
771,CUST771,Male,24,Electronics,2,25.0,50.0,December,12,2023-12,18-25
772,CUST772,Male,26,Electronics,1,30.0,30.0,July,7,2023-07,26-35
773,CUST773,Male,25,Electronics,4,500.0,2000.0,July,7,2023-07,18-25
774,CUST774,Female,40,Clothing,2,25.0,50.0,April,4,2023-04,36-50
775,CUST775,Female,46,Electronics,4,25.0,100.0,February,2,2023-02,36-50
776,CUST776,Male,35,Clothing,3,30.0,90.0,October,10,2023-10,26-35
777,CUST777,Male,48,Electronics,3,50.0,150.0,December,12,2023-12,36-50
778,CUST778,Female,47,Beauty,4,25.0,100.0,November,11,2023-11,36-50
779,CUST779,Female,56,Electronics,2,500.0,1000.0,May,5,2023-05,51-64
780,CUST780,Male,52,Electronics,2,25.0,50.0,February,2,2023-02,51-64
781,CUST781,Male,35,Beauty,1,500.0,500.0,December,12,2023-12,26-35
782,CUST782,Male,59,Clothing,3,300.0,900.0,June,6,2023-06,51-64
783,CUST783,Female,56,Clothing,1,300.0,300.0,December,12,2023-12,51-64
784,CUST784,Female,34,Electronics,1,500.0,500.0,November,11,2023-11,26-35
785,CUST785,Female,31,Beauty,4,50.0,200.0,March,3,2023-03,26-35
786,CUST786,Male,48,Clothing,4,25.0,100.0,October,10,2023-10,36-50
787,CUST787,Male,41,Electronics,1,25.0,25.0,January,1,2023-01,36-50
788,CUST788,Female,52,Beauty,3,300.0,900.0,June,6,2023-06,51-64
789,CUST789,Female,61,Clothing,4,500.0,2000.0,September,9,2023-09,51-64
790,CUST790,Male,62,Clothing,1,25.0,25.0,August,8,2023-08,51-64
791,CUST791,Female,51,Beauty,1,25.0,25.0,December,12,2023-12,51-64
792,CUST792,Female,20,Beauty,1,50.0,50.0,July,7,2023-07,18-25
793,CUST793,Male,54,Beauty,1,30.0,30.0,February,2,2023-02,51-64
794,CUST794,Female,60,Beauty,1,300.0,300.0,September,9,2023-09,51-64
795,CUST795,Male,57,Electronics,1,300.0,300.0,November,11,2023-11,51-64
796,CUST796,Male,43,Beauty,4,30.0,120.0,June,6,2023-06,36-50
797,CUST797,Male,40,Clothing,3,25.0,75.0,January,1,2023-01,36-50
798,CUST798,Male,61,Clothing,1,50.0,50.0,August,8,2023-08,51-64
799,CUST799,Male,56,Electronics,2,50.0,100.0,September,9,2023-09,51-64
800,CUST800,Male,32,Clothing,4,300.0,1200.0,February,2,2023-02,26-35
801,CUST801,Male,21,Clothing,4,50.0,200.0,August,8,2023-08,18-25
802,CUST802,Female,46,Beauty,1,30.0,30.0,July,7,2023-07,36-50
803,CUST803,Male,39,Clothing,4,25.0,100.0,November,11,2023-11,36-50
804,CUST804,Male,42,Electronics,1,30.0,30.0,August,8,2023-08,36-50
805,CUST805,Female,30,Beauty,3,500.0,1500.0,December,12,2023-12,26-35
806,CUST806,Female,35,Beauty,3,300.0,900.0,March,3,2023-03,26-35
807,CUST807,Female,50,Electronics,4,50.0,200.0,August,8,2023-08,36-50
808,CUST808,Male,33,Beauty,4,500.0,2000.0,April,4,2023-04,26-35
809,CUST809,Female,62,Beauty,2,50.0,100.0,September,9,2023-09,51-64
810,CUST810,Male,59,Electronics,4,25.0,100.0,November,11,2023-11,51-64
811,CUST811,Male,61,Beauty,2,25.0,50.0,May,5,2023-05,51-64
812,CUST812,Male,19,Electronics,3,25.0,75.0,November,11,2023-11,18-25
813,CUST813,Male,52,Electronics,3,50.0,150.0,October,10,2023-10,51-64
814,CUST814,Female,59,Clothing,1,500.0,500.0,September,9,2023-09,51-64
815,CUST815,Female,51,Clothing,3,25.0,75.0,August,8,2023-08,51-64
816,CUST816,Male,47,Beauty,2,500.0,1000.0,August,8,2023-08,36-50
817,CUST817,Male,30,Beauty,4,50.0,200.0,October,10,2023-10,26-35
818,CUST818,Male,30,Electronics,1,500.0,500.0,May,5,2023-05,26-35
819,CUST819,Female,35,Beauty,2,50.0,100.0,June,6,2023-06,26-35
820,CUST820,Male,49,Electronics,4,50.0,200.0,May,5,2023-05,36-50
821,CUST821,Male,49,Electronics,1,300.0,300.0,February,2,2023-02,36-50
822,CUST822,Female,52,Beauty,3,50.0,150.0,May,5,2023-05,51-64
823,CUST823,Female,56,Electronics,2,50.0,100.0,August,8,2023-08,51-64
824,CUST824,Male,63,Clothing,4,30.0,120.0,May,5,2023-05,51-64
825,CUST825,Female,46,Beauty,1,25.0,25.0,August,8,2023-08,36-50
826,CUST826,Female,46,Clothing,1,300.0,300.0,October,10,2023-10,36-50
827,CUST827,Male,61,Beauty,3,300.0,900.0,November,11,2023-11,51-64
828,CUST828,Female,33,Electronics,4,300.0,1200.0,December,12,2023-12,26-35
829,CUST829,Male,61,Beauty,3,30.0,90.0,July,7,2023-07,51-64
830,CUST830,Female,64,Clothing,3,50.0,150.0,June,6,2023-06,51-64
831,CUST831,Male,27,Electronics,4,25.0,100.0,January,1,2023-01,26-35
832,CUST832,Male,47,Beauty,4,500.0,2000.0,September,9,2023-09,36-50
833,CUST833,Male,42,Beauty,4,50.0,200.0,June,6,2023-06,36-50
834,CUST834,Female,56,Beauty,2,30.0,60.0,April,4,2023-04,51-64
835,CUST835,Male,37,Clothing,4,50.0,200.0,September,9,2023-09,36-50
836,CUST836,Female,22,Clothing,1,50.0,50.0,April,4,2023-04,18-25
837,CUST837,Male,18,Beauty,3,30.0,90.0,July,7,2023-07,
838,CUST838,Male,47,Electronics,2,300.0,600.0,May,5,2023-05,36-50
839,CUST839,Female,20,Electronics,4,300.0,1200.0,June,6,2023-06,18-25
840,CUST840,Male,62,Clothing,2,25.0,50.0,May,5,2023-05,51-64
841,CUST841,Male,31,Electronics,4,25.0,100.0,November,11,2023-11,26-35
842,CUST842,Female,47,Clothing,2,300.0,600.0,December,12,2023-12,36-50
843,CUST843,Male,21,Beauty,3,500.0,1500.0,May,5,2023-05,18-25
844,CUST844,Male,35,Clothing,3,50.0,150.0,October,10,2023-10,26-35
845,CUST845,Male,54,Clothing,1,500.0,500.0,January,1,2023-01,51-64
846,CUST846,Male,42,Beauty,1,50.0,50.0,September,9,2023-09,36-50
847,CUST847,Female,18,Electronics,4,300.0,1200.0,April,4,2023-04,
848,CUST848,Female,63,Clothing,3,25.0,75.0,February,2,2023-02,51-64
849,CUST849,Male,32,Clothing,2,25.0,50.0,May,5,2023-05,26-35
850,CUST850,Female,26,Beauty,2,500.0,1000.0,July,7,2023-07,26-35
851,CUST851,Male,32,Electronics,2,25.0,50.0,September,9,2023-09,26-35
852,CUST852,Female,41,Clothing,1,300.0,300.0,October,10,2023-10,36-50
853,CUST853,Male,21,Beauty,2,500.0,1000.0,May,5,2023-05,18-25
854,CUST854,Male,29,Clothing,1,50.0,50.0,December,12,2023-12,26-35
855,CUST855,Male,54,Beauty,1,25.0,25.0,September,9,2023-09,51-64
856,CUST856,Male,54,Electronics,4,30.0,120.0,November,11,2023-11,51-64
857,CUST857,Male,60,Electronics,2,25.0,50.0,December,12,2023-12,51-64
858,CUST858,Male,23,Electronics,2,50.0,100.0,September,9,2023-09,18-25
859,CUST859,Female,56,Electronics,3,500.0,1500.0,August,8,2023-08,51-64
860,CUST860,Male,63,Clothing,4,50.0,200.0,January,1,2023-01,51-64
861,CUST861,Female,41,Clothing,3,30.0,90.0,February,2,2023-02,36-50
862,CUST862,Male,28,Electronics,4,300.0,1200.0,May,5,2023-05,26-35
863,CUST863,Female,30,Electronics,2,25.0,50.0,April,4,2023-04,26-35
864,CUST864,Female,51,Electronics,1,500.0,500.0,July,7,2023-07,51-64
865,CUST865,Female,42,Clothing,1,300.0,300.0,December,12,2023-12,36-50
866,CUST866,Male,24,Electronics,1,50.0,50.0,May,5,2023-05,18-25
867,CUST867,Male,21,Electronics,1,500.0,500.0,June,6,2023-06,18-25
868,CUST868,Female,25,Electronics,1,300.0,300.0,December,12,2023-12,18-25
869,CUST869,Male,37,Beauty,3,500.0,1500.0,October,10,2023-10,36-50
870,CUST870,Female,46,Electronics,4,30.0,120.0,July,7,2023-07,36-50
871,CUST871,Male,62,Beauty,2,30.0,60.0,August,8,2023-08,51-64
872,CUST872,Female,63,Beauty,3,25.0,75.0,October,10,2023-10,51-64
873,CUST873,Female,27,Electronics,4,25.0,100.0,September,9,2023-09,26-35
874,CUST874,Male,60,Beauty,1,30.0,30.0,June,6,2023-06,51-64
875,CUST875,Female,51,Electronics,4,500.0,2000.0,August,8,2023-08,51-64
876,CUST876,Male,43,Clothing,4,30.0,120.0,October,10,2023-10,36-50
877,CUST877,Female,58,Clothing,1,25.0,25.0,June,6,2023-06,51-64
878,CUST878,Female,20,Clothing,1,30.0,30.0,June,6,2023-06,18-25
879,CUST879,Male,23,Clothing,1,30.0,30.0,December,12,2023-12,18-25
880,CUST880,Male,22,Beauty,2,500.0,1000.0,August,8,2023-08,18-25
881,CUST881,Male,22,Electronics,1,300.0,300.0,May,5,2023-05,18-25
882,CUST882,Female,64,Electronics,2,25.0,50.0,June,6,2023-06,51-64
883,CUST883,Male,40,Electronics,1,500.0,500.0,May,5,2023-05,36-50
884,CUST884,Female,26,Clothing,2,30.0,60.0,April,4,2023-04,26-35
885,CUST885,Female,52,Clothing,4,30.0,120.0,March,3,2023-03,51-64
886,CUST886,Male,37,Electronics,3,300.0,900.0,April,4,2023-04,36-50
887,CUST887,Male,59,Clothing,4,25.0,100.0,June,6,2023-06,51-64
888,CUST888,Female,52,Electronics,4,25.0,100.0,March,3,2023-03,51-64
889,CUST889,Female,35,Electronics,1,50.0,50.0,October,10,2023-10,26-35
890,CUST890,Male,34,Electronics,2,25.0,50.0,December,12,2023-12,26-35
891,CUST891,Male,41,Electronics,3,300.0,900.0,April,4,2023-04,36-50
892,CUST892,Male,20,Electronics,1,50.0,50.0,April,4,2023-04,18-25
893,CUST893,Male,49,Electronics,1,50.0,50.0,April,4,2023-04,36-50
894,CUST894,Male,52,Electronics,1,30.0,30.0,September,9,2023-09,51-64
895,CUST895,Female,55,Clothing,4,30.0,120.0,May,5,2023-05,51-64
896,CUST896,Female,30,Electronics,2,25.0,50.0,October,10,2023-10,26-35
897,CUST897,Female,64,Electronics,2,50.0,100.0,September,9,2023-09,51-64
898,CUST898,Female,42,Clothing,3,30.0,90.0,November,11,2023-11,36-50
899,CUST899,Male,26,Clothing,2,300.0,600.0,May,5,2023-05,26-35
900,CUST900,Male,21,Clothing,2,30.0,60.0,February,2,2023-02,18-25
901,CUST901,Male,31,Electronics,1,30.0,30.0,April,4,2023-04,26-35
902,CUST902,Female,54,Beauty,1,50.0,50.0,June,6,2023-06,51-64
903,CUST903,Female,51,Beauty,4,50.0,200.0,April,4,2023-04,51-64
904,CUST904,Male,28,Clothing,1,500.0,500.0,July,7,2023-07,26-35
905,CUST905,Male,58,Beauty,1,300.0,300.0,April,4,2023-04,51-64
906,CUST906,Female,20,Clothing,1,50.0,50.0,June,6,2023-06,18-25
907,CUST907,Female,45,Electronics,1,25.0,25.0,January,1,2023-01,36-50
908,CUST908,Male,46,Beauty,4,300.0,1200.0,December,12,2023-12,36-50
909,CUST909,Male,26,Electronics,1,300.0,300.0,October,10,2023-10,26-35
910,CUST910,Female,20,Beauty,3,50.0,150.0,March,3,2023-03,18-25
911,CUST911,Male,42,Electronics,3,300.0,900.0,May,5,2023-05,36-50
912,CUST912,Male,51,Beauty,3,50.0,150.0,January,1,2023-01,51-64
913,CUST913,Male,29,Electronics,3,30.0,90.0,January,1,2023-01,26-35
914,CUST914,Female,59,Electronics,1,500.0,500.0,October,10,2023-10,51-64
915,CUST915,Female,26,Beauty,3,30.0,90.0,May,5,2023-05,26-35
916,CUST916,Female,32,Electronics,1,50.0,50.0,December,12,2023-12,26-35
917,CUST917,Female,57,Electronics,4,50.0,200.0,March,3,2023-03,51-64
918,CUST918,Female,42,Electronics,3,30.0,90.0,November,11,2023-11,36-50
919,CUST919,Female,22,Beauty,2,25.0,50.0,September,9,2023-09,18-25
920,CUST920,Female,28,Beauty,3,25.0,75.0,February,2,2023-02,26-35
921,CUST921,Male,51,Electronics,3,25.0,75.0,January,1,2023-01,51-64
922,CUST922,Male,41,Electronics,1,50.0,50.0,October,10,2023-10,36-50
923,CUST923,Male,32,Beauty,3,300.0,900.0,May,5,2023-05,26-35
924,CUST924,Male,55,Beauty,2,50.0,100.0,August,8,2023-08,51-64
925,CUST925,Male,25,Electronics,1,300.0,300.0,September,9,2023-09,18-25
926,CUST926,Male,22,Electronics,1,30.0,30.0,August,8,2023-08,18-25
927,CUST927,Male,43,Electronics,4,500.0,2000.0,June,6,2023-06,36-50
928,CUST928,Female,35,Clothing,4,300.0,1200.0,April,4,2023-04,26-35
929,CUST929,Female,23,Beauty,3,25.0,75.0,January,1,2023-01,18-25
930,CUST930,Male,54,Clothing,4,50.0,200.0,May,5,2023-05,51-64
931,CUST931,Male,30,Beauty,4,30.0,120.0,September,9,2023-09,26-35
932,CUST932,Female,45,Beauty,4,25.0,100.0,February,2,2023-02,36-50
933,CUST933,Male,22,Beauty,1,30.0,30.0,February,2,2023-02,18-25
934,CUST934,Male,30,Beauty,1,500.0,500.0,July,7,2023-07,26-35
935,CUST935,Female,34,Beauty,1,50.0,50.0,September,9,2023-09,26-35
936,CUST936,Male,57,Beauty,4,50.0,200.0,February,2,2023-02,51-64
937,CUST937,Female,62,Beauty,1,500.0,500.0,October,10,2023-10,51-64
938,CUST938,Male,49,Clothing,4,50.0,200.0,November,11,2023-11,36-50
939,CUST939,Female,46,Electronics,1,300.0,300.0,December,12,2023-12,36-50
940,CUST940,Female,20,Electronics,1,30.0,30.0,January,1,2023-01,18-25
941,CUST941,Female,57,Clothing,2,25.0,50.0,March,3,2023-03,51-64
942,CUST942,Male,51,Clothing,3,500.0,1500.0,March,3,2023-03,51-64
943,CUST943,Female,57,Clothing,4,300.0,1200.0,October,10,2023-10,51-64
944,CUST944,Male,44,Clothing,2,25.0,50.0,June,6,2023-06,36-50
945,CUST945,Male,30,Beauty,1,25.0,25.0,February,2,2023-02,26-35
946,CUST946,Male,62,Electronics,4,500.0,2000.0,May,5,2023-05,51-64
947,CUST947,Male,50,Beauty,1,300.0,300.0,March,3,2023-03,36-50
948,CUST948,Female,23,Electronics,3,25.0,75.0,October,10,2023-10,18-25
949,CUST949,Female,41,Electronics,2,25.0,50.0,August,8,2023-08,36-50
950,CUST950,Male,36,Clothing,3,300.0,900.0,November,11,2023-11,36-50
951,CUST951,Male,33,Beauty,2,50.0,100.0,November,11,2023-11,26-35
952,CUST952,Female,57,Clothing,1,25.0,25.0,November,11,2023-11,51-64
953,CUST953,Male,45,Beauty,3,30.0,90.0,April,4,2023-04,36-50
954,CUST954,Female,50,Electronics,3,300.0,900.0,September,9,2023-09,36-50
955,CUST955,Male,58,Clothing,1,25.0,25.0,July,7,2023-07,51-64
956,CUST956,Male,30,Clothing,3,500.0,1500.0,August,8,2023-08,26-35
957,CUST957,Female,60,Electronics,4,30.0,120.0,August,8,2023-08,51-64
958,CUST958,Male,62,Electronics,2,25.0,50.0,June,6,2023-06,51-64
959,CUST959,Female,42,Electronics,2,30.0,60.0,October,10,2023-10,36-50
960,CUST960,Male,59,Clothing,2,30.0,60.0,August,8,2023-08,51-64
961,CUST961,Male,53,Beauty,4,50.0,200.0,June,6,2023-06,51-64
962,CUST962,Male,44,Clothing,2,30.0,60.0,October,10,2023-10,36-50
963,CUST963,Female,55,Beauty,1,50.0,50.0,November,11,2023-11,51-64
964,CUST964,Male,24,Clothing,3,300.0,900.0,January,1,2023-01,18-25
965,CUST965,Male,22,Clothing,4,50.0,200.0,November,11,2023-11,18-25
966,CUST966,Male,60,Electronics,2,500.0,1000.0,February,2,2023-02,51-64
967,CUST967,Male,62,Beauty,1,25.0,25.0,April,4,2023-04,51-64
968,CUST968,Female,48,Clothing,3,300.0,900.0,November,11,2023-11,36-50
969,CUST969,Female,40,Clothing,3,300.0,900.0,April,4,2023-04,36-50
970,CUST970,Male,59,Electronics,4,500.0,2000.0,May,5,2023-05,51-64
971,CUST971,Female,27,Electronics,4,50.0,200.0,December,12,2023-12,26-35
972,CUST972,Male,49,Beauty,4,25.0,100.0,February,2,2023-02,36-50
973,CUST973,Male,60,Clothing,1,50.0,50.0,March,3,2023-03,51-64
974,CUST974,Male,47,Beauty,1,30.0,30.0,May,5,2023-05,36-50
975,CUST975,Female,56,Clothing,4,50.0,200.0,March,3,2023-03,51-64
976,CUST976,Female,48,Beauty,2,300.0,600.0,October,10,2023-10,36-50
977,CUST977,Female,35,Electronics,3,25.0,75.0,February,2,2023-02,26-35
978,CUST978,Female,53,Clothing,3,50.0,150.0,March,3,2023-03,51-64
979,CUST979,Female,19,Beauty,1,25.0,25.0,January,1,2023-01,18-25
980,CUST980,Female,31,Electronics,3,25.0,75.0,July,7,2023-07,26-35
981,CUST981,Female,30,Electronics,2,30.0,60.0,August,8,2023-08,26-35
982,CUST982,Female,46,Beauty,3,30.0,90.0,December,12,2023-12,36-50
983,CUST983,Female,29,Clothing,1,300.0,300.0,November,11,2023-11,26-35
984,CUST984,Male,56,Clothing,1,500.0,500.0,August,8,2023-08,51-64
985,CUST985,Female,19,Electronics,2,25.0,50.0,May,5,2023-05,18-25
986,CUST986,Female,49,Clothing,2,500.0,1000.0,January,1,2023-01,36-50
987,CUST987,Female,30,Clothing,3,300.0,900.0,April,4,2023-04,26-35
988,CUST988,Female,63,Clothing,3,25.0,75.0,May,5,2023-05,51-64
989,CUST989,Female,44,Electronics,1,25.0,25.0,December,12,2023-12,36-50
990,CUST990,Female,58,Beauty,2,500.0,1000.0,May,5,2023-05,51-64
991,CUST991,Female,34,Clothing,2,50.0,100.0,December,12,2023-12,26-35
992,CUST992,Female,57,Electronics,2,30.0,60.0,August,8,2023-08,51-64
993,CUST993,Female,48,Electronics,3,50.0,150.0,February,2,2023-02,36-50
994,CUST994,Female,51,Beauty,2,500.0,1000.0,December,12,2023-12,51-64
995,CUST995,Female,41,Clothing,1,30.0,30.0,April,4,2023-04,36-50
996,CUST996,Male,62,Clothing,1,50.0,50.0,May,5,2023-05,51-64
997,CUST997,Male,52,Beauty,3,30.0,90.0,November,11,2023-11,51-64
998,CUST998,Female,23,Beauty,4,25.0,100.0,October,10,2023-10,18-25
999,CUST999,Female,36,Electronics,3,50.0,150.0,December,12,2023-12,36-50
1000,CUST1000,Male,47,Electronics,4,30.0,120.0,April,4,2023-04,36-50
